LOCATION,YEAR,Stony Corals (total # bleached col.),Partially bleached coral (total)
Cabo Rojo,2019,0,0
Cabo Rojo,2019,0,0
La Parguera,2019,0,0
La Parguera,2019,0,0
La Parguera,2019,0,0
La Parguera,2019,0,0
La Parguera,2019,0,0
La Parguera,2019,0,0
La Parguera,2019,0,0
La Parguera,2019,0,0
La Parguera,2019,0,0
La Parguera,2019,0,0
Cabo Rojo,2019,0,0
Cabo Rojo,2019,0,0
Cabo Rojo,2019,0,0
Cabo Rojo,2019,0,0
Cabo Rojo,2019,0,0
Cabo Rojo,2019,0,0
Cabo Rojo,2019,0,0
Cabo Rojo,2019,0,0
Cabo Rojo,2019,0,0
Cabo Rojo,2019,0,0
Cabo Rojo,2019,0,0
Cabo Rojo,2019,0,0
Cabo Rojo,2019,0,0
Cabo Rojo,2019,0,0
Cabo Rojo,2019,0,0
Cabo Rojo,2019,0,0
Cabo Rojo,2019,0,0
Cabo Rojo,2019,0,0
Cabo Rojo,2019,0,0
Cabo Rojo,2019,0,0
Rincon,2019,0,0
Rincon,2019,0,0
Rincon,2019,0,0
Rincon,2019,0,0
Rincon,2019,0,0
Rincon,2019,0,0
Rincon,2019,0,0
Rincon,2019,0,0
Rincon,2019,0,0
Rincon,2019,0,0
Rincon,2019,0,0
Rincon,2019,0,0
Rincon,2019,0,0
Rincon,2019,0,0
Rincon,2019,0,0
Guanica,2019,0,0
Guanica,2019,0,0
Guanica,2019,0,0
Guanica,2019,0,0
Guanica,2019,0,0
Salinas,2019,0,0
Salinas,2019,0,0
Salinas,2019,0,0
Salinas,2019,0,0
Salinas,2019,0,0
Guanica,2019,0,0
Guanica,2019,0,0
Guanica,2019,0,0
Guanica,2019,0,0
Guanica,2019,0,0
Salinas,2019,0,0
Salinas,2019,0,0
Salinas,2019,0,0
Salinas,2019,0,0
Salinas,2019,0,0
Ponce,2019,0,0
Ponce,2019,0,0
Ponce,2019,1,0
Ponce,2019,0,0
Ponce,2019,1,0
La Parguera,2019,0,0
La Parguera,2019,0,0
La Parguera,2019,0,0
La Parguera,2019,0,0
La Parguera,2019,0,0
Guayanilla,2019,0,0
Guayanilla,2019,0,0
Guayanilla,2019,0,0
Guayanilla,2019,0,0
Guayanilla,2019,0,0
Guayanilla,2019,2,0
Guayanilla,2019,2,0
Guayanilla,2019,0,0
Guayanilla,2019,0,0
Guayanilla,2019,0,0
Guayanilla,2019,0,0
Guayanilla,2019,0,0
Guayanilla,2019,0,0
Guayanilla,2019,0,0
Guayanilla,2019,0,0
Ponce,2019,0,0
Ponce,2019,0,0
Ponce,2019,0,0
Ponce,2019,0,0
Ponce,2019,0,0
Isla Mona,2020,0,0
Isla Mona,2020,0,0
Isla Mona,2020,0,0
Isla Mona,2020,0,0
Isla Mona,2020,0,0
Isla Mona,2020,0,0
Isla Mona,2020,0,0
Isla Mona,2020,0,0
Isla Mona,2020,0,0
Isla Mona,2020,0,0
Isla Mona,2020,0,0
Isla Mona,2020,0,0
Isla Mona,2020,0,0
Isla Mona,2020,0,0
Isla Mona,2020,0,0
